CLIENTNUM,Churn,churn_probability,risk_band
788846508,0,0.0,Low
783500283,0,0.0,Low
802247658,1,0.9999,Very High
795573333,0,0.0,Low
721366308,0,0.0,Low
720377433,0,0.0,Low
711243108,0,0.0,Low
789351783,0,0.0,Low
719699208,0,0.0,Low
720774183,0,0.0,Low
713590158,1,0.0822,Low
715547058,1,0.999,Very High
815596608,0,0.0,Low
718921683,0,0.0255,Low
720031908,0,0.0,Low
716716083,0,0.0,Low
819969933,0,0.0,Low
714382608,0,0.0,Low
720092283,0,0.0,Low
720531633,1,1.0,Very High
718508883,1,1.0,Very High
708794133,0,0.0023,Low
713447583,0,0.4131,Medium
716107158,1,0.9986,Very High
712713108,0,0.0,Low
719245083,0,0.0,Low
708269583,0,0.0,Low
720234708,1,0.983,Very High
709436883,0,0.0,Low
714140133,0,0.0,Low
716136333,1,0.9997,Very High
715031433,0,0.0003,Low
810667158,0,0.0,Low
715253433,0,0.0,Low
809937933,0,0.0,Low
708997833,0,0.0,Low
718296558,1,0.9998,Very High
780086658,1,0.9997,Very High
708754833,0,0.0,Low
788638908,0,0.0,Low
715607958,0,0.0,Low
708515358,0,0.0,Low
716357058,0,0.1412,Low
714569958,0,0.0001,Low
716822583,0,0.0,Low
721109358,0,0.0,Low
827635083,0,0.0,Low
715492983,0,0.0013,Low
712234308,0,0.0,Low
708334158,0,0.0,Low
812488608,0,0.0,Low
793345008,0,0.0,Low
715487733,1,1.0,Very High
788856408,0,0.0,Low
708154833,1,1.0,Very High
721147383,0,0.0,Low
803973483,0,0.0,Low
788941983,1,0.9999,Very High
715603233,0,0.0,Low
709945458,0,0.0,Low
714614133,1,1.0,Very High
768167358,0,0.0,Low
737967708,0,0.0,Low
712920633,0,0.0,Low
780373233,0,0.0,Low
721384308,0,0.0,Low
712242633,0,0.0,Low
713610933,0,0.0,Low
714257958,0,0.0,Low
772172883,0,0.0,Low
720204558,0,0.0,Low
779635533,0,0.0,Low
804658833,0,0.0,Low
756691608,0,0.0,Low
806219808,0,0.0,Low
826266483,0,0.0,Low
775152708,1,1.0,Very High
787596558,0,0.0,Low
803205258,0,0.0,Low
716041908,0,0.0,Low
708837858,0,0.0,Low
828227433,0,0.0004,Low
714487458,1,1.0,Very High
711390333,1,0.9925,Very High
787974108,1,0.9999,Very High
714036258,0,0.0,Low
788752833,0,0.0,Low
773108958,0,0.0,Low
782437008,0,0.0,Low
710729358,1,0.9998,Very High
827423433,0,0.0,Low
756919683,0,0.0,Low
779219208,0,0.0,Low
712342833,0,0.0,Low
721121283,0,0.0,Low
790006383,0,0.0,Low
756989583,0,0.0,Low
717477783,1,0.9997,Very High
716614683,0,0.0,Low
789942033,1,0.9973,Very High
740784258,0,0.0,Low
711336033,0,0.0,Low
768141558,0,0.0,Low
717179508,0,0.0,Low
716520033,0,0.0001,Low
783625008,0,0.0,Low
769330908,0,0.0,Low
789396783,0,0.0,Low
709310433,0,0.0,Low
713094483,0,0.0,Low
770753733,0,0.0,Low
712659408,0,0.0,Low
768475383,0,0.0001,Low
779655183,0,0.0,Low
711278283,0,0.0,Low
713345508,0,0.0,Low
711379083,0,0.0,Low
789144633,0,0.3447,Medium
708393633,0,0.0,Low
708657033,0,0.0,Low
717949008,1,1.0,Very High
788866983,0,0.0,Low
751283658,0,0.0,Low
718243533,0,0.0,Low
779754408,0,0.0,Low
794866983,0,0.0,Low
711832533,0,0.0,Low
788552658,0,0.0,Low
715415508,0,0.0,Low
719962458,0,0.0,Low
712734933,1,0.9983,Very High
717410508,0,0.0,Low
711796683,0,0.0,Low
709407933,0,0.0,Low
810493458,0,0.0,Low
720494058,0,0.0001,Low
717050883,0,0.0,Low
713163258,1,0.9988,Very High
715659333,0,0.0262,Low
712414908,0,0.0001,Low
720175008,0,0.0,Low
719876808,0,0.0011,Low
713334483,1,0.9998,Very High
708360108,0,0.0,Low
720676158,0,0.0,Low
716631708,0,0.0,Low
713025558,1,1.0,Very High
710506683,0,0.0,Low
712428333,0,0.0,Low
718041033,0,0.0,Low
709169133,0,0.0,Low
718164858,0,0.0,Low
809565183,1,1.0,Very High
778377183,0,0.0,Low
712845258,0,0.0,Low
716915133,0,0.0,Low
771403008,0,0.0,Low
787441383,0,0.0,Low
711345258,0,0.0,Low
713685033,1,0.9999,Very High
718205283,0,0.0,Low
708337683,0,0.0001,Low
720941433,1,1.0,Very High
710201058,0,0.0,Low
785218458,0,0.0,Low
770740308,0,0.0,Low
787493808,1,0.999,Very High
708846183,0,0.0,Low
810586833,0,0.0,Low
711151383,1,1.0,Very High
712425258,0,0.0,Low
772063308,0,0.0,Low
718574808,0,0.0,Low
717131283,0,0.0,Low
798996183,0,0.0,Low
716831508,0,0.0,Low
715297908,1,0.8977,Very High
813234108,0,0.0,Low
711027183,0,0.0,Low
718812708,1,0.9987,Very High
709505808,1,0.9762,Very High
711267633,1,1.0,Very High
719613783,0,0.0,Low
719035758,0,0.0,Low
708473133,0,0.0001,Low
712996833,0,0.0,Low
720963258,1,1.0,Very High
819606258,0,0.0,Low
714634983,1,1.0,Very High
806428908,0,0.0001,Low
710903358,0,0.0,Low
712676208,0,0.0,Low
709005633,1,0.4122,Medium
712102983,0,0.0,Low
754480233,0,0.0057,Low
719042208,0,0.0,Low
716251608,0,0.0,Low
715537383,0,0.0,Low
709460883,1,1.0,Very High
789325008,0,0.0,Low
719195733,0,0.0,Low
787665258,1,1.0,Very High
710226708,0,0.0,Low
711982383,0,0.0,Low
716345283,0,0.0,Low
816850458,1,0.9997,Very High
710842308,0,0.0,Low
713132133,0,0.0,Low
788874333,0,0.0,Low
717987258,0,0.0,Low
793712658,1,0.0075,Low
708324483,0,0.0,Low
768612258,0,0.0,Low
719659758,0,0.0,Low
711313158,0,0.0,Low
716483358,0,0.0002,Low
719829633,0,0.0,Low
812465958,0,0.0,Low
786536808,0,0.0,Low
807369708,0,0.0,Low
711397533,0,0.0002,Low
711740508,0,0.0,Low
715233108,0,0.0,Low
813807258,0,0.0,Low
769183908,0,0.0,Low
718451133,0,0.0,Low
721115733,0,0.0,Low
720085233,1,0.9999,Very High
717036408,0,0.0,Low
714427608,0,0.0,Low
780019908,0,0.0,Low
827898033,1,0.9363,Very High
720302883,0,0.0,Low
715893633,0,0.0,Low
720730683,0,0.0,Low
720638283,0,0.0,Low
789053883,0,0.0,Low
719286708,0,0.0,Low
713952558,1,0.9999,Very High
793395933,0,0.0,Low
813895458,0,0.0,Low
771733608,1,0.9996,Very High
710102208,0,0.0,Low
719511783,0,0.0,Low
712849158,1,0.9991,Very High
783070833,0,0.0,Low
713419908,0,0.0,Low
789345408,0,0.0007,Low
720992883,0,0.0,Low
803652633,0,0.0,Low
789248958,0,0.0,Low
716178483,0,0.0002,Low
715440558,0,0.0,Low
711535158,1,0.9995,Very High
713647083,0,0.0,Low
718311933,1,0.9999,Very High
718404783,1,1.0,Very High
817332483,1,1.0,Very High
710015733,1,0.9159,Very High
794965233,1,0.9464,Very High
710512833,0,0.0,Low
710803008,0,0.0,Low
712987608,0,0.0,Low
716974383,0,0.0,Low
720930633,1,1.0,Very High
710136258,1,0.9998,Very High
779438208,0,0.0,Low
721017333,0,0.0,Low
720952608,0,0.0,Low
712886733,0,0.0,Low
810545733,0,0.0,Low
822132858,1,0.9999,Very High
713526258,1,1.0,Very High
712877733,0,0.0,Low
713339283,0,0.0,Low
720473433,0,0.0,Low
780584658,1,0.4295,Medium
711824358,0,0.0,Low
789990333,0,0.0,Low
721332033,0,0.0,Low
709612983,1,0.9963,Very High
771058908,0,0.0001,Low
715471833,0,0.0001,Low
711781233,0,0.0,Low
713947908,0,0.0,Low
709741608,0,0.0002,Low
709333608,0,0.0,Low
709688883,1,1.0,Very High
716269308,0,0.0,Low
708692583,1,1.0,Very High
709892658,0,0.0,Low
713815383,1,1.0,Very High
710183283,0,0.0,Low
711937158,0,0.0,Low
771486933,0,0.0,Low
717450633,1,0.9953,Very High
718421808,0,0.0,Low
716403633,0,0.0,Low
717646983,1,0.9995,Very High
778837083,1,0.1967,Low
768632958,1,0.9962,Very High
715622508,1,0.9997,Very High
708402333,0,0.0,Low
708946008,1,0.9999,Very High
715625658,0,0.0,Low
789599283,0,0.0,Low
708960858,0,0.0,Low
814840833,1,0.9997,Very High
772082208,0,0.0,Low
711597183,0,0.0,Low
712110333,1,0.9997,Very High
718673358,1,0.0007,Low
712479633,1,0.9935,Very High
716108283,0,0.0,Low
779360808,0,0.0,Low
716352033,0,0.0,Low
716643033,1,0.9994,Very High
711567333,0,0.0,Low
788756133,0,0.0,Low
755437533,0,0.0,Low
713573508,1,0.9999,Very High
709430508,1,0.9852,Very High
710645583,0,0.0,Low
714253983,0,0.0,Low
771566208,0,0.0,Low
713314533,1,0.9998,Very High
720725883,0,0.0,Low
708539583,0,0.0,Low
716747283,0,0.0,Low
787519683,0,0.0,Low
721044333,0,0.0,Low
713679633,1,0.9973,Very High
711126483,0,0.0,Low
814191333,1,1.0,Very High
715040208,0,0.0,Low
710769258,0,0.0,Low
715227633,0,0.0016,Low
708635058,0,0.0,Low
709051533,0,0.0,Low
718940208,0,0.0,Low
712361583,0,0.0001,Low
708390633,0,0.0,Low
720281508,0,0.0,Low
720885558,0,0.0,Low
709781208,0,0.0001,Low
710086308,0,0.0,Low
713282733,0,0.0,Low
815812683,0,0.0,Low
708204033,0,0.0,Low
720040158,0,0.0001,Low
755996583,1,0.9998,Very High
711359058,0,0.0,Low
714064908,0,0.0,Low
717074283,1,0.9992,Very High
765847383,0,0.0,Low
789531633,0,0.0,Low
820593033,0,0.0,Low
710078358,0,0.0,Low
715025208,0,0.0,Low
709596783,0,0.0,Low
715960308,1,0.8616,Very High
716653758,0,0.0,Low
787268733,0,0.0,Low
789923058,1,1.0,Very High
771079833,0,0.0,Low
710507733,0,0.0,Low
779269158,1,0.9997,Very High
711627558,0,0.0,Low
710536983,0,0.0003,Low
712237458,0,0.0,Low
778289883,1,1.0,Very High
714154533,0,0.0,Low
803657133,0,0.0,Low
769053033,1,0.346,Medium
713613258,0,0.0,Low
768544833,0,0.0,Low
720782658,0,0.0,Low
768162108,1,0.9699,Very High
710511858,0,0.0,Low
714516033,0,0.0,Low
788630958,0,0.0,Low
717646008,0,0.0001,Low
712290258,0,0.0,Low
716292033,0,0.0,Low
780372408,0,0.0,Low
720853158,0,0.0,Low
823507833,0,0.0,Low
711111633,0,0.0,Low
709904508,0,0.0,Low
712022883,0,0.0,Low
712173108,0,0.0,Low
714156633,0,0.0004,Low
714581358,1,1.0,Very High
713256033,0,0.0,Low
825831933,0,0.0,Low
720274158,0,0.0,Low
772394883,1,1.0,Very High
794253108,0,0.0,Low
720899883,0,0.0,Low
714313608,0,0.0,Low
716602683,0,0.0,Low
715928808,0,0.0,Low
771899433,1,0.6265,High
714771708,0,0.0,Low
709711758,1,1.0,Very High
721137558,1,1.0,Very High
820268358,0,0.0,Low
709273383,0,0.0,Low
822959133,0,0.0,Low
720491958,0,0.0,Low
713607108,0,0.0,Low
709729533,1,0.9998,Very High
717890583,0,0.0,Low
718384233,0,0.0001,Low
713401758,0,0.0,Low
773257233,0,0.0,Low
713556033,0,0.0001,Low
719265108,0,0.0,Low
778740708,0,0.0,Low
710952933,0,0.0,Low
720991833,1,0.8167,Very High
779954658,0,0.0004,Low
714204108,0,0.0,Low
805546308,0,0.0,Low
716244933,0,0.0,Low
712018233,0,0.0,Low
802878408,0,0.0,Low
719504433,0,0.0,Low
794558658,0,0.0,Low
711634008,0,0.0,Low
708260208,0,0.0,Low
713435058,0,0.0,Low
719656533,0,0.0,Low
719709558,0,0.0,Low
710311233,0,0.0,Low
719216508,0,0.0001,Low
713105508,0,0.0,Low
710719683,0,0.0,Low
817892208,0,0.0,Low
714102183,1,1.0,Very High
715410783,1,0.9992,Very High
718202658,0,0.0,Low
719445633,0,0.0,Low
709820658,0,0.0,Low
718481283,0,0.0,Low
789300408,0,0.0,Low
711970533,0,0.0,Low
815088483,0,0.0,Low
717139608,0,0.0,Low
717626508,0,0.0002,Low
767668908,1,0.8774,Very High
712484733,0,0.0001,Low
716216958,0,0.0,Low
714246333,1,1.0,Very High
718693683,0,0.0,Low
716298633,0,0.0006,Low
755661933,1,1.0,Very High
712914783,0,0.0,Low
711240108,0,0.0004,Low
721396758,0,0.0,Low
715636533,0,0.0002,Low
711508608,0,0.0,Low
716669658,1,0.994,Very High
718212633,0,0.0,Low
708357183,0,0.0,Low
713629533,0,0.0,Low
771450708,0,0.0,Low
711311883,0,0.0,Low
802673508,1,1.0,Very High
708113208,0,0.0,Low
788786208,0,0.0,Low
720043533,0,0.0,Low
801083133,0,0.0,Low
716246733,0,0.0,Low
807157833,0,0.0,Low
721032633,1,0.9834,Very High
828285858,0,0.0,Low
718890933,1,1.0,Very High
711148308,0,0.0,Low
712810233,0,0.0,Low
714098883,0,0.0,Low
779327733,0,0.0,Low
716364408,0,0.0,Low
710461083,0,0.0,Low
709306983,0,0.0,Low
769035933,0,0.0,Low
813182658,0,0.0,Low
781110408,0,0.0001,Low
818007783,0,0.0,Low
708862233,0,0.003,Low
714006333,1,1.0,Very High
770596458,1,1.0,Very High
789392883,0,0.0,Low
803805483,0,0.0012,Low
709534083,1,0.9999,Very High
710579583,0,0.0,Low
708949908,1,1.0,Very High
711907083,0,0.0001,Low
718696458,0,0.0,Low
710611683,0,0.0,Low
721511883,0,0.0,Low
779116158,0,0.0,Low
720193533,0,0.0,Low
753094533,0,0.0002,Low
719545983,0,0.0001,Low
716494383,0,0.0,Low
769892058,0,0.0001,Low
709098108,0,0.0,Low
715705683,0,0.0,Low
715724808,0,0.0,Low
717123858,0,0.0,Low
716236683,0,0.0,Low
771224358,0,0.0,Low
779310033,1,1.0,Very High
710595783,0,0.0,Low
711409833,0,0.0,Low
721174008,0,0.0,Low
714192933,1,1.0,Very High
709632483,0,0.0,Low
718431258,0,0.0,Low
817029108,0,0.0,Low
796931508,1,1.0,Very High
769577358,0,0.0,Low
815589558,0,0.0,Low
714287583,1,1.0,Very High
718975083,1,0.9998,Very High
715315008,0,0.0,Low
779252283,0,0.0,Low
714031083,1,0.9996,Very High
772442883,1,1.0,Very High
714533058,0,0.0,Low
716570958,1,0.9999,Very High
710116833,1,1.0,Very High
718586133,0,0.0,Low
773322558,0,0.0,Low
714554808,0,0.0,Low
717903108,0,0.0062,Low
815908908,1,0.993,Very High
771464808,0,0.0,Low
708234558,0,0.0,Low
715737258,0,0.0003,Low
710188308,0,0.0,Low
708670608,0,0.0,Low
714839808,0,0.0,Low
811140933,0,0.0,Low
788937933,0,0.0,Low
721527858,1,0.9999,Very High
718265658,0,0.0,Low
714312708,0,0.0,Low
715821183,0,0.0,Low
709487058,0,0.0002,Low
712675158,0,0.0,Low
826473858,0,0.0,Low
817382958,0,0.0,Low
712927383,1,0.9958,Very High
712894308,0,0.0,Low
712349808,0,0.0,Low
778780008,0,0.0,Low
711430908,1,1.0,Very High
779670783,0,0.0001,Low
718757808,0,0.0,Low
779530908,1,0.9235,Very High
716389833,0,0.0,Low
718469658,0,0.0,Low
809849358,1,1.0,Very High
719772258,0,0.0,Low
809363958,0,0.0,Low
709165533,0,0.0,Low
809846283,0,0.0,Low
708427908,0,0.0,Low
721228308,1,0.9999,Very High
713374533,0,0.0,Low
708708858,1,1.0,Very High
721111233,0,0.0001,Low
708538608,0,0.0,Low
718866633,0,0.0003,Low
719100633,0,0.0,Low
789328083,1,1.0,Very High
822905058,0,0.0,Low
816549933,0,0.0,Low
716421633,1,0.9997,Very High
712667958,0,0.0,Low
809559933,1,1.0,Very High
819979458,0,0.0,Low
708100533,0,0.0,Low
778669608,0,0.0,Low
802867683,0,0.0,Low
711893358,0,0.0,Low
785410158,0,0.0001,Low
718596858,0,0.0001,Low
708338958,0,0.0,Low
714688833,0,0.0,Low
789662283,1,0.9999,Very High
712805658,0,0.0,Low
815598858,0,0.0,Low
779412783,0,0.0,Low
780036483,0,0.0,Low
711527508,1,1.0,Very High
720768258,0,0.0,Low
716023533,0,0.0,Low
714075708,0,0.0,Low
787475433,0,0.0,Low
787505133,1,0.9801,Very High
712241433,0,0.0,Low
807990108,0,0.001,Low
719018208,1,0.9999,Very High
716641983,0,0.0001,Low
708989358,0,0.0,Low
708807483,0,0.0,Low
715774833,0,0.0,Low
714733908,0,0.0,Low
721067658,0,0.0,Low
788997408,0,0.0,Low
719835033,0,0.0,Low
771854808,0,0.0,Low
717299958,0,0.0,Low
720778458,0,0.0,Low
713019783,0,0.0,Low
770968383,1,0.1131,Low
709747308,0,0.0002,Low
801366783,0,0.0,Low
798786333,0,0.0,Low
771723408,1,0.9751,Very High
715117008,0,0.0,Low
713944833,0,0.0,Low
713569158,1,0.9984,Very High
713037333,0,0.0009,Low
718267233,0,0.0,Low
709736658,0,0.0,Low
710929233,0,0.0,Low
714290583,0,0.0,Low
717972408,0,0.0,Low
718626033,1,0.9952,Very High
720008133,0,0.0,Low
710476908,0,0.0,Low
709888383,0,0.0,Low
788864508,0,0.0,Low
714010383,1,0.9997,Very High
719549508,0,0.0,Low
718670808,0,0.0,Low
718211208,0,0.0,Low
712578933,1,1.0,Very High
709343433,0,0.0,Low
767488908,0,0.0,Low
719531133,0,0.0,Low
719006508,0,0.0,Low
721287183,0,0.0001,Low
711144183,1,1.0,Very High
709080783,0,0.0,Low
710520408,0,0.0,Low
785262333,1,0.5211,High
716513358,0,0.0,Low
719073483,1,1.0,Very High
715372083,0,0.0,Low
780034083,0,0.0,Low
794581533,0,0.0,Low
710013258,0,0.0,Low
719084358,1,0.9995,Very High
789173958,0,0.0,Low
789575583,0,0.0,Low
712434708,1,0.9999,Very High
808675083,0,0.0,Low
710864358,0,0.0,Low
712574583,0,0.0,Low
708412758,1,0.999,Very High
714389058,0,0.0,Low
715767033,0,0.0,Low
779281233,0,0.0,Low
717147708,0,0.0,Low
715029333,0,0.0,Low
806989008,0,0.0,Low
713158083,1,1.0,Very High
771037008,0,0.0,Low
710587458,0,0.0,Low
710563458,0,0.0,Low
720010608,1,0.9853,Very High
710343783,0,0.0,Low
772578858,0,0.0,Low
708559533,0,0.0,Low
711939558,1,1.0,Very High
772143333,0,0.0,Low
711067383,0,0.0,Low
817041408,0,0.0,Low
771942333,0,0.0,Low
755247108,0,0.0,Low
715710708,0,0.0,Low
713858733,0,0.0,Low
717129333,0,0.0,Low
716924958,1,0.1321,Low
719614758,0,0.0,Low
721537683,0,0.0,Low
771500358,0,0.0,Low
711531858,1,0.9993,Very High
715060158,0,0.0,Low
779725833,0,0.0001,Low
716592558,0,0.0,Low
771020133,0,0.0,Low
709153008,0,0.0,Low
713394858,0,0.0357,Low
721175283,0,0.0,Low
715503558,0,0.0001,Low
819943458,1,0.0064,Low
717094758,0,0.0,Low
772073508,1,1.0,Very High
721351983,1,0.9999,Very High
714477408,1,0.9909,Very High
718471758,0,0.0,Low
711607833,0,0.0,Low
708621408,0,0.0,Low
719277033,0,0.0001,Low
813905508,0,0.0,Low
719761458,0,0.0,Low
708222558,0,0.0,Low
713937558,0,0.0,Low
709603608,0,0.0,Low
804661083,0,0.0,Low
720977358,0,0.0,Low
718420308,0,0.0,Low
714046608,0,0.0,Low
718048608,0,0.0009,Low
718497033,0,0.0088,Low
711801933,1,0.997,Very High
716282208,1,1.0,Very High
789076083,0,0.0,Low
714045783,1,0.9999,Very High
769720683,0,0.0001,Low
721092783,0,0.0,Low
720243933,1,1.0,Very High
818502708,0,0.0,Low
712942308,0,0.0,Low
714262533,0,0.0,Low
714708183,0,0.0,Low
718285308,0,0.0002,Low
720595083,0,0.0,Low
787501758,0,0.0,Low
714990633,0,0.0,Low
714652383,0,0.0,Low
788776008,0,0.0,Low
709176108,0,0.0,Low
719354433,0,0.0,Low
709368483,0,0.0,Low
717621333,0,0.0,Low
716272158,1,0.2134,Medium
803355408,0,0.0,Low
717073308,0,0.0,Low
789105183,0,0.0,Low
721305408,0,0.0,Low
715739733,0,0.0,Low
779217333,0,0.0,Low
712133508,0,0.0,Low
714602658,1,1.0,Very High
712446783,1,0.9999,Very High
720049083,1,0.9994,Very High
824172258,0,0.0,Low
717695058,0,0.0,Low
719782458,0,0.0,Low
718141983,0,0.0,Low
718853358,0,0.0,Low
772539558,0,0.0,Low
817094283,0,0.0,Low
716932308,0,0.0,Low
714738858,0,0.0,Low
772409733,0,0.0,Low
717534108,0,0.0,Low
816378033,1,0.0136,Low
790141308,0,0.0,Low
710770383,0,0.0,Low
711351108,0,0.0004,Low
713744058,0,0.0,Low
708998583,0,0.0,Low
827451333,1,1.0,Very High
714228558,0,0.0,Low
797668983,0,0.0,Low
713023158,0,0.0,Low
709982658,0,0.0,Low
715398858,0,0.0,Low
715615233,0,0.0,Low
710650608,0,0.0,Low
803214108,0,0.0,Low
717202083,1,1.0,Very High
719051733,0,0.0,Low
789900633,0,0.0,Low
789122808,1,1.0,Very High
709902108,0,0.0,Low
713666058,0,0.0,Low
711453783,0,0.0,Low
778936008,0,0.0,Low
708085458,0,0.0,Low
749067633,0,0.0,Low
716170308,0,0.0,Low
711507783,1,1.0,Very High
819752133,0,0.0,Low
711061908,0,0.0001,Low
744231708,0,0.0,Low
716856408,1,1.0,Very High
711780108,0,0.0,Low
715178733,0,0.0,Low
721418133,0,0.0,Low
720124758,1,1.0,Very High
809068983,0,0.0,Low
711052308,0,0.0,Low
718967433,0,0.0,Low
709827933,0,0.0,Low
787568433,0,0.0,Low
720256158,0,0.0,Low
715435758,0,0.0,Low
719505483,0,0.0,Low
721247883,0,0.0,Low
772220433,0,0.0,Low
789692283,0,0.0103,Low
815091333,0,0.0,Low
778732158,0,0.0,Low
715129233,0,0.0,Low
714083208,0,0.0,Low
716559108,0,0.0,Low
715102308,0,0.6617,High
768814983,0,0.0,Low
788744058,0,0.0,Low
782802033,1,0.0233,Low
708499608,0,0.0,Low
794947683,0,0.0,Low
716442333,0,0.0,Low
772189308,0,0.0,Low
721529583,0,0.0,Low
713578608,0,0.0,Low
718976283,0,0.0,Low
711505308,0,0.0,Low
711131958,0,0.0,Low
714687858,0,0.0,Low
780289308,1,0.9989,Very High
708504783,0,0.0,Low
778857108,0,0.0,Low
756598833,0,0.0001,Low
718748133,0,0.0,Low
714503433,1,1.0,Very High
710869008,0,0.0,Low
779643858,0,0.0,Low
715250583,0,0.0,Low
714396558,0,0.0,Low
752766783,0,0.0,Low
715532208,0,0.0,Low
719130558,0,0.0,Low
806232408,0,0.0,Low
715497558,1,0.9999,Very High
716303583,0,0.0,Low
713522058,0,0.0002,Low
719074308,0,0.0,Low
711881733,0,0.0,Low
710310108,0,0.0,Low
715814433,0,0.0,Low
717252483,1,0.9995,Very High
770874483,0,0.0,Low
719742108,1,0.9988,Very High
711064008,0,0.0001,Low
717208833,1,0.9907,Very High
709022883,0,0.0,Low
713653983,0,0.0,Low
713463708,1,1.0,Very High
789143283,0,0.0,Low
778550583,0,0.0,Low
711181608,0,0.0,Low
711790308,1,0.9768,Very High
779791908,0,0.0003,Low
789515283,0,0.0,Low
712046808,1,0.9999,Very High
712169883,0,0.0,Low
712637283,0,0.0,Low
715555833,0,0.0,Low
708712833,0,0.0,Low
717841683,0,0.0,Low
708689958,0,0.0,Low
708888633,1,0.9991,Very High
721012983,0,0.0,Low
812406183,1,1.0,Very High
714595983,1,0.9999,Very High
715725858,0,0.0,Low
720270633,1,0.9904,Very High
720269283,0,0.0,Low
710142258,0,0.0,Low
708525108,0,0.0,Low
709621008,0,0.0,Low
717181833,0,0.0,Low
711288558,0,0.0,Low
718653333,1,1.0,Very High
766628733,0,0.0021,Low
711724083,1,0.014,Low
719690733,0,0.0,Low
770783508,0,0.0,Low
713422083,1,0.8751,Very High
718026858,0,0.0,Low
716028108,0,0.0,Low
712222758,1,1.0,Very High
718436133,0,0.0,Low
719313633,0,0.0005,Low
814586958,0,0.0,Low
804344733,0,0.0,Low
717166383,0,0.0,Low
713060283,0,0.0,Low
713070033,0,0.0,Low
793625583,0,0.0,Low
713918358,0,0.0,Low
714308283,0,0.0,Low
714086133,0,0.0,Low
718872858,0,0.0,Low
718148358,1,1.0,Very High
709665783,0,0.0,Low
708483708,0,0.0,Low
715347783,0,0.0001,Low
709054083,0,0.0,Low
807915408,0,0.0001,Low
794507133,1,0.9999,Very High
712569408,0,0.0,Low
788805108,0,0.0,Low
710150208,0,0.0,Low
711825558,0,0.0,Low
712891833,0,0.0,Low
719680908,0,0.0,Low
801053208,0,0.0,Low
758642733,0,0.0,Low
771201408,0,0.0,Low
789523683,0,0.0,Low
767266758,1,1.0,Very High
713732883,0,0.0,Low
720739083,1,0.9619,Very High
718010133,0,0.0,Low
771518658,0,0.0,Low
710508858,0,0.0,Low
772590408,0,0.0,Low
719334408,0,0.0,Low
717500133,0,0.0,Low
720988083,0,0.0,Low
713594883,1,0.9872,Very High
719848908,0,0.0,Low
714962658,1,0.9999,Very High
717429258,1,1.0,Very High
717022533,0,0.0,Low
710853033,0,0.0,Low
709548783,1,0.9205,Very High
780055308,0,0.0039,Low
714252933,0,0.0,Low
713336883,1,1.0,Very High
713119308,0,0.0,Low
710815608,0,0.0,Low
809626983,1,1.0,Very High
803398983,0,0.0,Low
717568308,0,0.0,Low
711694083,0,0.0,Low
712258308,0,0.0,Low
713884458,0,0.0,Low
716160708,0,0.0,Low
772728933,1,0.9885,Very High
815320383,1,0.9858,Very High
712117983,0,0.0065,Low
788694558,0,0.0,Low
709275558,0,0.0005,Low
711216933,0,0.0,Low
717069033,0,0.0,Low
714992733,0,0.0,Low
809445858,0,0.0,Low
708859158,0,0.0,Low
710040483,0,0.0,Low
714667608,0,0.0001,Low
714475908,1,0.9699,Very High
713656308,0,0.0,Low
716790633,1,0.9966,Very High
716127333,1,0.9999,Very High
713017758,0,0.0,Low
717893358,0,0.0,Low
780032208,1,0.9959,Very High
720219633,0,0.0,Low
711676008,0,0.0,Low
714192033,0,0.0,Low
713442933,0,0.0,Low
789052308,1,0.9979,Very High
714948858,1,0.0363,Low
711772983,0,0.0,Low
802937058,0,0.0,Low
712493058,0,0.0,Low
718808883,0,0.0,Low
719685408,1,1.0,Very High
708829758,0,0.0001,Low
710792733,0,0.0002,Low
716838633,0,0.0,Low
714041283,0,0.0,Low
710284233,1,0.9921,Very High
752944533,0,0.0,Low
713312208,1,1.0,Very High
804045933,0,0.0,Low
716662683,0,0.0,Low
713432508,0,0.0,Low
799475658,0,0.0,Low
719849958,0,0.0,Low
715803933,0,0.0,Low
779486433,0,0.0,Low
708281433,0,0.0,Low
779844408,1,1.0,Very High
721306908,0,0.389,Medium
713964858,0,0.0,Low
717545808,0,0.0,Low
771232533,0,0.0,Low
710883483,0,0.0,Low
801715383,1,0.9986,Very High
719594433,0,0.0,Low
716310633,0,0.0,Low
714188883,1,1.0,Very High
772437633,0,0.0,Low
708536283,1,0.7614,High
772569033,0,0.0,Low
714443883,0,0.0,Low
710369658,0,0.0,Low
788440083,0,0.0,Low
773332908,0,0.0,Low
709307808,1,0.9989,Very High
712507758,0,0.0001,Low
715701033,1,0.0328,Low
718478883,0,0.0,Low
788734158,0,0.0089,Low
794490858,0,0.0003,Low
718397658,0,0.0,Low
718826883,1,0.9993,Very High
716733933,0,0.0,Low
809307108,0,0.0,Low
778671483,0,0.0,Low
815504583,1,1.0,Very High
789319458,0,0.0,Low
710382108,0,0.0023,Low
720895533,0,0.0,Low
709891608,1,0.9998,Very High
717136533,0,0.0,Low
790164408,0,0.0,Low
795613233,0,0.0,Low
709009833,0,0.0,Low
720054183,0,0.0,Low
713193408,0,0.0,Low
801508383,0,0.0,Low
711949683,1,0.7162,High
787747308,1,1.0,Very High
720064158,0,0.0,Low
779104608,1,0.9998,Very High
715477233,0,0.0,Low
719524383,0,0.0,Low
713804883,1,1.0,Very High
710359458,0,0.0,Low
